id,name,population,new_case,new_death,new_recovered,new_active,total_case,total_death,total_active,total_recovered,death_yesterday,case_yesterday,recovered_yesterday,death_average_7days,case_average_7days,percent_case_population,last_updated
30,Hà Tĩnh,1288866,0,0,0,0,50280,50,0,0,0,2,0,0,0.29,3.901103761,6/19/2022
56,Bến Tre,1288463,0,0,0,0,97491,482,0,0,0,1,0,0,1.29,7.566457089,6/19/2022
12,Thái Nguyên,1286751,0,0,0,0,185641,110,0,0,0,14,0,0,11.43,14.42711138,6/19/2022
22,Hưng Yên,1252731,0,0,0,0,240169,5,0,0,0,20,0,0,8.71,19.17163381,6/19/2022
14,Sơn La,1248415,0,0,0,0,150692,0,0,0,0,7,0,0,7.71,12.0706656,6/19/2022
55,Cần Thơ,1235171,0,0,0,0,76397,951,0,0,0,0,0,0,0,6.185135499,6/19/2022
35,Quảng Ngãi,1231697,0,0,0,0,47558,127,0,0,0,9,0,0,1.43,3.861176897,6/19/2022
41,Khánh Hòa,1231107,0,0,0,0,117835,361,0,0,0,2,0,0,1.43,9.571466981,6/19/2022
47,Bình Thuận,1230808,0,0,0,0,52517,477,0,0,0,0,0,0,0.29,4.266871844,6/19/2022
59,Sóc Trăng,1199653,0,0,0,0,34350,633,0,0,0,0,0,0,0,2.863327979,6/19/2022
61,Cà Mau,1194476,0,0,0,0,145894,357,0,0,0,0,0,0,0,12.21405872,6/19/2022
46,Tây Ninh,1169165,0,0,0,0,137725,918,0,0,0,5,0,0,0.71,11.77977445,6/19/2022
16,Vĩnh Phúc,1154154,0,0,0,0,368804,19,0,0,0,9,0,0,14.29,31.95448788,6/19/2022
52,Bà Rịa - Vũng Tàu,1148313,0,0,0,0,106968,495,0,0,0,1,0,0,1.86,9.315230255,6/19/2022
4,Đà Nẵng,1134310,0,0,0,0,99066,337,0,0,0,27,0,0,21.57,8.733591346,6/19/2022
33,Thừa Thiên Huế,1128620,0,0,0,0,46393,173,0,0,0,0,0,0,2.86,4.11059524,6/19/2022
57,Vĩnh Long,1022791,0,0,0,0,101072,829,0,0,0,2,0,0,0.57,9.881979798,6/19/2022
58,Trà Vinh,1009168,0,0,0,0,74647,115,0,0,0,0,0,0,0,7.396885355,6/19/2022
43,Bình Phước,994679,0,0,0,0,117412,224,0,0,0,1,0,0,2,11.80400913,6/19/2022
27,Ninh Bình,982487,0,0,0,0,99472,91,0,0,0,5,0,0,7.14,10.12451055,6/19/2022
39,Phú Yên,961152,0,0,0,0,42685,137,0,0,0,0,0,0,0.57,4.441024937,6/19/2022
60,Bạc Liêu,907236,0,0,0,0,46444,470,0,0,0,9,0,0,1.43,5.11928539,6/19/2022
31,Quảng Bình,895430,0,0,0,0,124067,74,0,0,0,11,0,0,9.71,13.85557777,6/19/2022
5,Hà Giang,854679,0,0,0,0,122074,80,0,0,0,10,0,0,6.57,14.28302322,6/19/2022
23,Hòa Bình,854131,0,0,0,0,236259,102,0,0,0,5,0,0,6.86,27.66074525,6/19/2022
24,Hà Nam,852800,0,0,0,0,84777,65,0,0,0,6,0,0,7.71,9.941017824,6/19/2022
13,Yên Bái,821030,0,0,0,0,148839,13,0,0,0,24,0,0,17.71,18.12832661,6/19/2022
9,Tuyên Quang,784811,0,0,0,0,143024,14,0,0,0,5,0,0,12.14,18.22400552,6/19/2022
10,Lạng Sơn,781655,0,0,0,0,156898,84,0,0,0,0,0,0,3.57,20.0725384,6/19/2022
64,Hậu Giang,733017,0,0,0,0,17089,231,0,0,0,1,0,0,0.14,2.33132383,6/19/2022
8,Lào Cai,730420,0,0,0,0,183509,38,0,0,0,13,0,0,19.29,25.12376441,6/19/2022
32,Quảng Trị,632375,0,0,0,0,81852,38,0,0,0,0,0,0,5,12.94358569,6/19/2022
63,Đắk Nông,622168,0,0,0,0,72977,47,0,0,0,0,0,0,0,11.72946857,6/19/2022
62,Điện Biên,598856,0,0,0,0,88286,20,0,0,0,2,0,0,2.14,14.74244226,6/19/2022
45,Ninh Thuận,590467,0,0,0,0,8639,60,0,0,0,0,0,0,0,1.463079224,6/19/2022
36,Kon Tum,540438,0,0,0,0,26139,1,0,0,0,0,0,0,0,4.836632509,6/19/2022
6,Cao Bằng,530341,0,0,0,0,95413,57,0,0,0,6,0,0,5.43,17.99087757,6/19/2022
7,Lai Châu,460196,0,0,0,0,73958,0,0,0,0,0,0,0,2.71,16.07097845,6/19/2022
11,Bắc Kạn,313905,0,0,0,0,74397,28,0,0,0,6,0,0,8.43,23.70048263,6/19/2022
1,Hà Nội,8053664,0,0,0,0,1604280,1221,0,0,0,141,0,0,60.43,19.91987746,6/20/2022
2,TP HCM,8993082,0,0,0,0,611507,19984,0,0,0,8,0,0,10.14,6.799748963,6/20/2022
28,Thanh Hóa,3640128,0,0,0,0,167582,107,0,0,0,7,0,0,2.86,4.603739209,6/20/2022
29,Nghệ An,3327791,0,0,0,0,485353,145,0,0,0,17,0,0,13.57,14.58484021,6/20/2022
48,Đồng Nai,3097107,0,0,0,0,106646,1899,0,0,0,0,0,0,0,3.443407025,6/20/2022
44,Bình Dương,2426561,0,0,0,0,320906,3518,0,0,0,1,0,0,0.14,13.22472421,6/20/2022
51,An Giang,1908352,0,0,0,0,41257,1321,0,0,0,0,0,0,0,2.161917717,6/20/2022
21,Hải Dương,1892254,0,0,0,0,363596,114,0,0,0,22,0,0,6.14,19.21496797,6/20/2022
40,Đắk Lắk,1869322,0,0,0,0,170585,201,0,0,0,0,0,0,0,9.125501118,6/20/2022
26,Thái Bình,1860447,0,0,0,0,292668,23,0,0,0,14,0,0,6.29,15.73105818,6/20/2022
3,Hải Phòng,1837173,0,0,0,0,120320,135,0,0,0,9,0,0,6.86,6.5491927,6/20/2022
18,Bắc Giang,1803950,0,0,0,0,387719,91,0,0,0,10,0,0,4.29,21.49277973,6/20/2022
25,Nam Định,1780393,0,0,0,0,295909,149,0,0,0,15,0,0,6.86,16.62043156,6/20/2022
53,Tiền Giang,1764185,0,0,0,0,36212,1290,0,0,0,0,0,0,0,2.052619198,6/20/2022
54,Kiên Giang,1723067,0,0,0,0,39798,1027,0,0,0,0,0,0,0,2.309718659,6/20/2022
49,Long An,1688547,0,0,0,0,48979,1088,0,0,0,0,0,0,0,2.900659561,6/20/2022
50,Đồng Tháp,1599504,0,0,0,0,50625,1007,0,0,0,0,0,0,0.29,3.165043664,6/20/2022
38,Gia Lai,1513847,0,0,0,0,69525,116,0,0,0,0,0,0,0,4.59260414,6/20/2022
34,Quảng Nam,1495812,0,0,0,0,49220,150,0,0,0,1,0,0,0.14,3.290520466,6/20/2022
37,Bình Định,1486918,0,0,0,0,137092,281,0,0,0,3,0,0,0.71,9.219876281,6/20/2022
15,Phú Thọ,1463726,0,0,0,0,321205,97,0,0,0,27,0,0,12.57,21.94433931,6/20/2022
19,Bắc Ninh,1368840,0,0,0,0,344708,136,0,0,0,11,0,0,9.14,25.18249028,6/20/2022
17,Quảng Ninh,1320324,0,0,0,0,348168,139,0,0,0,23,0,0,10.57,26.36989103,6/20/2022
42,Lâm Đồng,1296606,0,0,0,0,92107,141,0,0,0,8,0,0,2.86,7.103699967,6/20/2022
30,Hà Tĩnh,1288866,0,0,0,0,50280,50,0,0,0,2,0,0,0.29,3.901103761,6/20/2022
56,Bến Tre,1288463,0,0,0,0,97491,482,0,0,0,1,0,0,0.57,7.566457089,6/20/2022
12,Thái Nguyên,1286751,0,0,0,0,185641,110,0,0,0,14,0,0,6.43,14.42711138,6/20/2022
22,Hưng Yên,1252731,0,0,0,0,240169,5,0,0,0,20,0,0,4.57,19.17163381,6/20/2022
14,Sơn La,1248415,0,0,0,0,150692,0,0,0,0,7,0,0,4.43,12.0706656,6/20/2022
55,Cần Thơ,1235171,0,0,0,0,76397,951,0,0,0,0,0,0,0,6.185135499,6/20/2022
35,Quảng Ngãi,1231697,0,0,0,0,47558,127,0,0,0,9,0,0,1.29,3.861176897,6/20/2022
41,Khánh Hòa,1231107,0,0,0,0,117835,361,0,0,0,2,0,0,0.71,9.571466981,6/20/2022
47,Bình Thuận,1230808,0,0,0,0,52517,477,0,0,0,0,0,0,0,4.266871844,6/20/2022
59,Sóc Trăng,1199653,0,0,0,0,34350,633,0,0,0,0,0,0,0,2.863327979,6/20/2022
61,Cà Mau,1194476,0,0,0,0,145894,357,0,0,0,0,0,0,0,12.21405872,6/20/2022
46,Tây Ninh,1169165,0,0,0,0,137725,918,0,0,0,5,0,0,0.71,11.77977445,6/20/2022
16,Vĩnh Phúc,1154154,0,0,0,0,368804,19,0,0,0,9,0,0,5,31.95448788,6/20/2022
52,Bà Rịa - Vũng Tàu,1148313,0,0,0,0,106968,495,0,0,0,1,0,0,0.29,9.315230255,6/20/2022
4,Đà Nẵng,1134310,0,0,0,0,99066,337,0,0,0,27,0,0,10.71,8.733591346,6/20/2022
33,Thừa Thiên Huế,1128620,0,0,0,0,46393,173,0,0,0,0,0,0,0.43,4.11059524,6/20/2022
57,Vĩnh Long,1022791,0,0,0,0,101072,829,0,0,0,2,0,0,0.29,9.881979798,6/20/2022
58,Trà Vinh,1009168,0,0,0,0,74647,115,0,0,0,0,0,0,0,7.396885355,6/20/2022
43,Bình Phước,994679,0,0,0,0,117412,224,0,0,0,1,0,0,1.29,11.80400913,6/20/2022
27,Ninh Bình,982487,0,0,0,0,99472,91,0,0,0,5,0,0,3.43,10.12451055,6/20/2022
39,Phú Yên,961152,0,0,0,0,42685,137,0,0,0,0,0,0,0,4.441024937,6/20/2022
60,Bạc Liêu,907236,0,0,0,0,46444,470,0,0,0,9,0,0,1.29,5.11928539,6/20/2022
31,Quảng Bình,895430,0,0,0,0,124067,74,0,0,0,11,0,0,4.86,13.85557777,6/20/2022
5,Hà Giang,854679,0,0,0,0,122074,80,0,0,0,10,0,0,4.86,14.28302322,6/20/2022
23,Hòa Bình,854131,0,0,0,0,236259,102,0,0,0,5,0,0,3.29,27.66074525,6/20/2022
24,Hà Nam,852800,0,0,0,0,84777,65,0,0,0,6,0,0,3.14,9.941017824,6/20/2022
13,Yên Bái,821030,0,0,0,0,148839,13,0,0,0,24,0,0,10,18.12832661,6/20/2022
9,Tuyên Quang,784811,0,0,0,0,143024,14,0,0,0,5,0,0,6.14,18.22400552,6/20/2022
10,Lạng Sơn,781655,0,0,0,0,156898,84,0,0,0,0,0,0,1.14,20.0725384,6/20/2022
64,Hậu Giang,733017,0,0,0,0,17089,231,0,0,0,1,0,0,0.14,2.33132383,6/20/2022
8,Lào Cai,730420,0,0,0,0,183509,38,0,0,0,13,0,0,10.43,25.12376441,6/20/2022
32,Quảng Trị,632375,0,0,0,0,81852,38,0,0,0,0,0,0,2.43,12.94358569,6/20/2022
63,Đắk Nông,622168,0,0,0,0,72977,47,0,0,0,0,0,0,0,11.72946857,6/20/2022
62,Điện Biên,598856,0,0,0,0,88286,20,0,0,0,2,0,0,0.86,14.74244226,6/20/2022
45,Ninh Thuận,590467,0,0,0,0,8639,60,0,0,0,0,0,0,0,1.463079224,6/20/2022
36,Kon Tum,540438,0,0,0,0,26139,1,0,0,0,0,0,0,0,4.836632509,6/20/2022
6,Cao Bằng,530341,0,0,0,0,95413,57,0,0,0,6,0,0,3,17.99087757,6/20/2022
7,Lai Châu,460196,0,0,0,0,73958,0,0,0,0,0,0,0,0.57,16.07097845,6/20/2022
11,Bắc Kạn,313905,0,0,0,0,74397,28,0,0,0,6,0,0,3.86,23.70048263,6/20/2022
1,Hà Nội,8053664,0,0,0,0,1605136,1221,0,0,0,177,0,0,122.29,19.93050616,6/21/2022
2,TP HCM,8993082,0,0,0,0,611679,19984,0,0,0,32,0,0,24.57,6.801661544,6/21/2022
28,Thanh Hóa,3640128,0,0,0,0,167630,107,0,0,0,12,0,0,6.86,4.605057844,6/21/2022
29,Nghệ An,3327791,0,0,0,0,485572,145,0,0,0,21,0,0,31.29,14.59142116,6/21/2022
48,Đồng Nai,3097107,0,0,0,0,106646,1899,0,0,0,0,0,0,0,3.443407025,6/21/2022
44,Bình Dương,2426561,0,0,0,0,320907,3518,0,0,0,0,0,0,0.14,13.22476542,6/21/2022
51,An Giang,1908352,0,0,0,0,42243,1321,0,0,0,0,0,0,140.86,2.213585334,6/21/2022
21,Hải Dương,1892254,0,0,0,0,363669,114,0,0,0,6,0,0,10.43,19.2188258,6/21/2022
40,Đắk Lắk,1869322,0,0,0,0,170585,201,0,0,0,0,0,0,0,9.125501118,6/21/2022
26,Thái Bình,1860447,0,0,0,0,292751,23,0,0,0,12,0,0,11.86,15.73551947,6/21/2022
3,Hải Phòng,1837173,0,0,0,0,120434,135,0,0,0,0,0,0,16.29,6.555397886,6/21/2022
18,Bắc Giang,1803950,0,0,0,0,387746,91,0,0,0,0,0,0,3.86,21.49427645,6/21/2022
25,Nam Định,1780393,0,0,0,0,295972,149,0,0,0,11,0,0,9,16.6239701,6/21/2022
53,Tiền Giang,1764185,0,0,0,0,36212,1290,0,0,0,0,0,0,0,2.052619198,6/21/2022
54,Kiên Giang,1723067,0,0,0,0,39799,1027,0,0,0,0,0,0,0.14,2.309776695,6/21/2022
49,Long An,1688547,0,0,0,0,48988,1088,0,0,0,0,0,0,1.29,2.901192564,6/21/2022
50,Đồng Tháp,1599504,0,0,0,0,50639,1007,0,0,0,0,0,0,2,3.165918935,6/21/2022
38,Gia Lai,1513847,0,0,0,0,69536,116,0,0,0,0,0,0,1.57,4.593330766,6/21/2022
34,Quảng Nam,1495812,0,0,0,0,49221,150,0,0,0,1,0,0,0.14,3.29058732,6/21/2022
37,Bình Định,1486918,0,0,0,0,137103,281,0,0,0,0,0,0,1.57,9.220616066,6/21/2022
15,Phú Thọ,1463726,0,0,0,0,321462,97,0,0,0,26,0,0,36.71,21.96189724,6/21/2022
19,Bắc Ninh,1368840,0,0,0,0,344934,136,0,0,0,32,0,0,32.29,25.19900061,6/21/2022
17,Quảng Ninh,1320324,0,0,0,0,348328,139,0,0,0,21,0,0,22.86,26.38200926,6/21/2022
42,Lâm Đồng,1296606,0,0,0,0,92145,141,0,0,0,6,0,0,5.43,7.106630696,6/21/2022
30,Hà Tĩnh,1288866,0,0,0,0,50305,50,0,0,0,0,0,0,3.57,3.903043451,6/21/2022
56,Bến Tre,1288463,0,0,0,0,97504,483,0,0,0,1,0,0.14,1.86,7.567466043,6/21/2022
12,Thái Nguyên,1286751,0,0,0,0,185726,110,0,0,0,14,0,0,12.14,14.43371717,6/21/2022
22,Hưng Yên,1252731,0,0,0,0,240223,5,0,0,0,2,0,0,7.71,19.1759444,6/21/2022
14,Sơn La,1248415,0,0,0,0,150757,0,0,0,0,11,0,0,9.29,12.07587221,6/21/2022
55,Cần Thơ,1235171,0,0,0,0,76397,951,0,0,0,0,0,0,0,6.185135499,6/21/2022
35,Quảng Ngãi,1231697,0,0,0,0,47581,127,0,0,0,0,0,0,3.29,3.863044239,6/21/2022
41,Khánh Hòa,1231107,0,0,0,0,117847,361,0,0,0,2,0,0,1.71,9.572441713,6/21/2022
47,Bình Thuận,1230808,0,0,0,0,52517,477,0,0,0,0,0,0,0,4.266871844,6/21/2022
59,Sóc Trăng,1199653,0,0,0,0,34350,633,0,0,0,0,0,0,0,2.863327979,6/21/2022
61,Cà Mau,1194476,0,0,0,0,145900,357,0,0,0,0,0,0,0.86,12.21456103,6/21/2022
46,Tây Ninh,1169165,0,0,0,0,137732,918,0,0,0,0,0,0,1,11.78037317,6/21/2022
16,Vĩnh Phúc,1154154,0,0,0,0,368913,19,0,0,0,14,0,0,15.57,31.96393202,6/21/2022
52,Bà Rịa - Vũng Tàu,1148313,0,0,0,0,106991,495,0,0,0,0,0,0,3.29,9.317233193,6/21/2022
4,Đà Nẵng,1134310,0,0,0,0,99258,337,0,0,0,14,0,0,27.43,8.750517936,6/21/2022
33,Thừa Thiên Huế,1128620,0,0,0,0,46412,173,0,0,0,12,0,0,2.71,4.112278712,6/21/2022
57,Vĩnh Long,1022791,0,0,0,0,101075,829,0,0,0,0,0,0,0.43,9.882273113,6/21/2022
58,Trà Vinh,1009168,0,0,0,0,74647,115,0,0,0,0,0,0,0,7.396885355,6/21/2022
43,Bình Phước,994679,0,0,0,0,117416,224,0,0,0,0,0,0,0.57,11.80441127,6/21/2022
27,Ninh Bình,982487,0,0,0,0,99534,91,0,0,0,11,0,0,8.86,10.13082107,6/21/2022
39,Phú Yên,961152,0,0,0,0,42689,137,0,0,0,0,0,0,0.57,4.441441104,6/21/2022
60,Bạc Liêu,907236,0,0,0,0,46460,470,0,0,0,0,0,0,2.29,5.121048988,6/21/2022
31,Quảng Bình,895430,0,0,0,0,124158,74,0,0,0,18,0,0,13,13.86574048,6/21/2022
5,Hà Giang,854679,0,0,0,0,122106,80,0,0,0,0,0,0,4.57,14.28676731,6/21/2022
23,Hòa Bình,854131,0,0,0,0,236334,102,0,0,0,9,0,0,10.71,27.6695261,6/21/2022
24,Hà Nam,852800,0,0,0,0,84867,65,0,0,0,10,0,0,12.86,9.951571295,6/21/2022
13,Yên Bái,821030,0,0,0,0,149054,13,0,0,0,11,0,0,30.71,18.15451323,6/21/2022
9,Tuyên Quang,784811,0,0,0,0,143097,14,0,0,0,14,0,0,10.43,18.23330713,6/21/2022
10,Lạng Sơn,781655,0,0,0,0,156924,84,0,0,0,0,0,0,3.71,20.07586467,6/21/2022
64,Hậu Giang,733017,0,0,0,0,17092,231,0,0,0,0,0,0,0.43,2.331733098,6/21/2022
8,Lào Cai,730420,0,0,0,0,183680,38,0,0,0,16,0,0,24.43,25.1471756,6/21/2022
32,Quảng Trị,632375,0,0,0,0,81910,38,0,0,0,10,0,0,8.29,12.95275746,6/21/2022
63,Đắk Nông,622168,0,0,0,0,72977,47,0,0,0,0,0,0,0,11.72946857,6/21/2022
62,Điện Biên,598856,0,0,0,0,88318,20,0,0,0,3,0,0,4.57,14.74778578,6/21/2022
45,Ninh Thuận,590467,0,0,0,0,8697,60,0,0,0,0,0,0,8.29,1.472901957,6/21/2022
36,Kon Tum,540438,0,0,0,0,26139,1,0,0,0,0,0,0,0,4.836632509,6/21/2022
6,Cao Bằng,530341,0,0,0,0,95477,57,0,0,0,6,0,0,9.14,18.00294527,6/21/2022
7,Lai Châu,460196,0,0,0,0,73997,0,0,0,0,2,0,0,5.57,16.0794531,6/21/2022
11,Bắc Kạn,313905,0,0,0,0,74466,28,0,0,0,20,0,0,9.86,23.7224638,6/21/2022
1,Hà Nội,8053664,0,0,0,0,1605324,1221,0,0,0,188,0,0,149.14,19.93284051,6/22/2022
2,TP HCM,8993082,0,0,0,0,611693,19984,0,0,0,14,0,0,26.57,6.801817219,6/22/2022
28,Thanh Hóa,3640128,0,0,0,0,167636,107,0,0,0,6,0,0,7.71,4.605222673,6/22/2022
29,Nghệ An,3327791,0,0,0,0,485582,145,0,0,0,10,0,0,32.71,14.59172166,6/22/2022
48,Đồng Nai,3097107,0,0,0,0,106646,1899,0,0,0,0,0,0,0,3.443407025,6/22/2022
44,Bình Dương,2426561,0,0,0,0,320912,3518,0,0,0,5,0,0,0.86,13.22497147,6/22/2022
51,An Giang,1908352,0,0,0,0,42243,1321,0,0,0,0,0,0,140.86,2.213585334,6/22/2022
21,Hải Dương,1892254,0,0,0,0,363690,114,0,0,0,21,0,0,13.43,19.21993559,6/22/2022
40,Đắk Lắk,1869322,0,0,0,0,170585,201,0,0,0,0,0,0,0,9.125501118,6/22/2022
26,Thái Bình,1860447,0,0,0,0,292763,23,0,0,0,12,0,0,13.57,15.73616448,6/22/2022
3,Hải Phòng,1837173,0,0,0,0,120498,135,0,0,0,64,0,0,25.43,6.558881499,6/22/2022
18,Bắc Giang,1803950,0,0,0,0,387752,91,0,0,0,6,0,0,4.71,21.49460905,6/22/2022
25,Nam Định,1780393,0,0,0,0,295977,149,0,0,0,5,0,0,9.71,16.62425094,6/22/2022
53,Tiền Giang,1764185,0,0,0,0,36212,1290,0,0,0,0,0,0,0,2.052619198,6/22/2022
54,Kiên Giang,1723067,0,0,0,0,39799,1027,0,0,0,0,0,0,0.14,2.309776695,6/22/2022
49,Long An,1688547,0,0,0,0,48988,1088,0,0,0,0,0,0,1.29,2.901192564,6/22/2022
50,Đồng Tháp,1599504,0,0,0,0,50639,1007,0,0,0,0,0,0,2,3.165918935,6/22/2022
38,Gia Lai,1513847,0,0,0,0,69538,116,0,0,0,2,0,0,1.86,4.59346288,6/22/2022
34,Quảng Nam,1495812,0,0,0,0,49222,150,0,0,0,1,0,0,0.29,3.290654173,6/22/2022
37,Bình Định,1486918,0,0,0,0,137104,281,0,0,0,1,0,0,1.71,9.220683319,6/22/2022
15,Phú Thọ,1463726,0,0,0,0,321481,97,0,0,0,19,0,0,39.43,21.9631953,6/22/2022
19,Bắc Ninh,1368840,0,0,0,0,344934,136,0,0,0,0,0,0,32.29,25.19900061,6/22/2022
17,Quảng Ninh,1320324,0,0,0,0,348349,139,0,0,0,21,0,0,25.86,26.38359978,6/22/2022
42,Lâm Đồng,1296606,0,0,0,0,92149,141,0,0,0,4,0,0,6,7.106939194,6/22/2022
30,Hà Tĩnh,1288866,0,0,0,0,50307,50,0,0,0,2,0,0,3.86,3.903198626,6/22/2022
56,Bến Tre,1288463,0,0,0,0,97504,483,0,0,0,0,0,0.14,1.86,7.567466043,6/22/2022
12,Thái Nguyên,1286751,0,0,0,0,185738,110,0,0,0,12,0,0,13.86,14.43464975,6/22/2022
22,Hưng Yên,1252731,0,0,0,0,240235,5,0,0,0,12,0,0,9.43,19.1769023,6/22/2022
14,Sơn La,1248415,0,0,0,0,150766,0,0,0,0,9,0,0,10.57,12.07659312,6/22/2022
55,Cần Thơ,1235171,0,0,0,0,76398,951,0,0,0,1,0,0,0.14,6.18521646,6/22/2022
35,Quảng Ngãi,1231697,0,0,0,0,47588,127,0,0,0,7,0,0,4.29,3.863612561,6/22/2022
41,Khánh Hòa,1231107,0,0,0,0,117848,361,0,0,0,1,0,0,1.86,9.572522941,6/22/2022
47,Bình Thuận,1230808,0,0,0,0,52517,477,0,0,0,0,0,0,0,4.266871844,6/22/2022
59,Sóc Trăng,1199653,0,0,0,0,34350,633,0,0,0,0,0,0,0,2.863327979,6/22/2022
61,Cà Mau,1194476,0,0,0,0,145900,357,0,0,0,0,0,0,0.86,12.21456103,6/22/2022
46,Tây Ninh,1169165,0,0,0,0,137733,918,0,0,0,1,0,0,1.14,11.7804587,6/22/2022
16,Vĩnh Phúc,1154154,0,0,0,0,368926,19,0,0,0,13,0,0,17.43,31.96505839,6/22/2022
52,Bà Rịa - Vũng Tàu,1148313,0,0,0,0,106991,495,0,0,0,0,0,0,3.29,9.317233193,6/22/2022
4,Đà Nẵng,1134310,0,0,0,0,99320,337,0,0,0,62,0,0,36.29,8.755983814,6/22/2022
33,Thừa Thiên Huế,1128620,0,0,0,0,46412,173,0,0,0,0,0,0,2.71,4.112278712,6/22/2022
57,Vĩnh Long,1022791,0,0,0,0,101075,829,0,0,0,0,0,0,0.43,9.882273113,6/22/2022
58,Trà Vinh,1009168,0,0,0,0,74647,115,0,0,0,0,0,0,0,7.396885355,6/22/2022
43,Bình Phước,994679,0,0,0,0,117416,224,0,0,0,0,0,0,0.57,11.80441127,6/22/2022
27,Ninh Bình,982487,0,0,0,0,99539,91,0,0,0,5,0,0,9.57,10.13132998,6/22/2022
39,Phú Yên,961152,0,0,0,0,42689,137,0,0,0,0,0,0,0.57,4.441441104,6/22/2022
60,Bạc Liêu,907236,0,0,0,0,46460,470,0,0,0,0,0,0,2.29,5.121048988,6/22/2022
31,Quảng Bình,895430,0,0,0,0,124167,74,0,0,0,9,0,0,14.29,13.86674559,6/22/2022
5,Hà Giang,854679,0,0,0,0,122111,80,0,0,0,5,0,0,5.29,14.28735233,6/22/2022
23,Hòa Bình,854131,0,0,0,0,236345,102,0,0,0,11,0,0,12.29,27.67081396,6/22/2022
24,Hà Nam,852800,0,0,0,0,84874,65,0,0,0,7,0,0,13.86,9.95239212,6/22/2022
13,Yên Bái,821030,0,0,0,0,149085,13,0,0,0,31,0,0,35.14,18.15828898,6/22/2022
9,Tuyên Quang,784811,0,0,0,0,143105,14,0,0,0,8,0,0,11.57,18.23432648,6/22/2022
10,Lạng Sơn,781655,0,0,0,0,156935,84,0,0,0,11,0,0,5.29,20.07727194,6/22/2022
64,Hậu Giang,733017,0,0,0,0,17092,231,0,0,0,0,0,0,0.43,2.331733098,6/22/2022
8,Lào Cai,730420,0,0,0,0,183699,38,0,0,0,19,0,0,27.14,25.14977684,6/22/2022
32,Quảng Trị,632375,0,0,0,0,81916,38,0,0,0,6,0,0,9.14,12.95370627,6/22/2022
63,Đắk Nông,622168,0,0,0,0,72977,47,0,0,0,0,0,0,0,11.72946857,6/22/2022
62,Điện Biên,598856,0,0,0,0,88326,20,0,0,0,8,0,0,5.71,14.74912166,6/22/2022
45,Ninh Thuận,590467,0,0,0,0,8697,60,0,0,0,0,0,0,8.29,1.472901957,6/22/2022
36,Kon Tum,540438,0,0,0,0,26139,1,0,0,0,0,0,0,0,4.836632509,6/22/2022
6,Cao Bằng,530341,0,0,0,0,95485,57,0,0,0,8,0,0,10.29,18.00445374,6/22/2022
7,Lai Châu,460196,0,0,0,0,73997,0,0,0,0,0,0,0,5.57,16.0794531,6/22/2022
11,Bắc Kạn,313905,0,0,0,0,74476,28,0,0,0,10,0,0,11.29,23.72564948,6/22/2022
,,,,,,,,,,,,,,,,,
